tstidn,expidn,unique,agepar,region,expsit,gender,poccup,religr,politr,pedlev,fedlev,stbbu1,stbbu2,stbbu3,stbbu4,stbbu5,stbbu6,stbbu7,stbbu8,stbse1,stbse2,stbse3,stbse4,stbse5,stbse6,nssgv1,nssgv2,nssgv3,nssgv4,nssgv5,nssgv6,nssgv7,nsssc1,nsssc2,nsssc3,nsssc4,nsssc5,nsssc6,probl1,probl2,probl3,probl4,probl5,crt1ty,crt2ty,crt3ty,crt4ty,crt5ty,crt6ty,crt7ty,crt1co,crt2co,crt3co,crt4co,crt5co,crt6co,crt7co,crtsco,sapps1,sapps2,sapps3,sapps4,sapco1,sapco2,sapco3,sapco4,sappa1,sappa2,sappa3,sappa4,sapsc1,sapsc2,sapsc3,sapsc4,num1nu,num2nu,num3nu,num1rf,num2rf,num3rf,num1di,num2di,num3di,relitx,politx,crt1tx,crt2tx,crt3tx,crt4tx,crt5tx,crt6tx,crt7tx,num1tx,num2tx,num3tx,expidt,timest
657,660,1 UN,26,13,6 SA,1 FE,1 ST,5 AG,1 LW,4 EU,3 ET,3,1,1,1,3,2,1,1,3,3,2,4,2,3,3,3,2,3,2,3,2,1,1,1,1,2,1,0,0,0,1,0,3,3,4,4,4,4,1,0,0,1,1,1,1,0,4,1,1,1,2,4,1,4,2,1,2,3,2,5,5,4,5,13000000,980,50,8367790,877,155,4632210,103,105,Agnostica,Centro izquierda,10,100 minutos,47 horas,segundo lugar,8,Emilio,27 cm3,13 millones,980 pesos,50,00660,14/12/2023 11:45:00
658,661,1 UN,23,13,6 SA,2 MA,1 ST,6 AT,8 NR,4 EU,6 PG,2,1,1,1,2,1,1,1,2,2,3,4,4,3,3,2,2,4,4,4,3,1,1,2,3,2,1,0,0,0,1,0,4,3,4,4,1,4,4,1,0,1,1,0,1,1,5,1,3,1,2,4,2,3,2,2,3,4,4,4,4,3,5,8500000,850,40,8367790,877,155,132210,27,115,ateo,NR,5,100,47,Segundo lugar,0,Emilio,0,8500000,850,40,00661,14/12/2023 11:30:12
659,662,1 UN,25,13,6 SA,2 MA,1 ST,6 AT,8 NR,4 EU,4 EU,1,1,1,1,2,2,1,2,2,4,2,3,3,2,3,3,3,3,3,4,3,1,1,1,3,3,1,0,0,0,1,0,4,4,4,4,4,4,4,1,1,1,1,1,1,1,7,1,1,1,2,4,3,5,1,1,1,3,1,5,4,5,5,7000000,890,140,8367790,877,155,1367790,13,15,ateo,NR,5,5 minutos,47 horas,segundo,8,Emilio,El hoyo no tiene tierra,7000000,890,140,00662,14/12/2023 11:31:31
660,663,1 UN,21,13,6 SA,2 MA,1 ST,6 AT,1 LW,4 EU,5 PT,1,1,1,1,2,2,1,1,3,3,1,4,2,2,4,4,1,4,2,5,1,1,1,1,1,2,1,0,0,0,1,0,3,3,3,4,4,4,1,0,0,0,1,1,1,0,3,1,3,1,1,3,2,2,1,1,1,1,1,5,5,5,5,7000000,850,120,8367790,877,155,1367790,27,35,Ateo,De izquierda,10,100,24,Segundo,8,Emilio,3,7000000,850,120,00663,14/12/2023 11:36:33
661,664,1 UN,19,13,6 SA,1 FE,1 ST,5 AG,1 LW,4 EU,6 PG,2,2,2,2,3,2,2,2,3,3,4,4,4,3,4,3,2,4,3,4,3,3,1,2,2,3,1,0,0,0,1,0,3,3,1,4,1,4,1,0,0,0,1,0,1,0,2,3,2,2,4,3,3,3,2,4,3,3,4,5,5,4,5,7000000,800,45,8367790,877,155,1367790,77,110,agnostica,izquierda,10 pesos,1oo minutos,12,segundo,14,Emilio,9,7 millones,800,45,00664,14/12/2023 12:02:16
662,665,1 UN,21,5,6 SA,1 FE,1 ST,3 OT,1 LW,4 EU,3 ET,3,1,1,1,3,1,1,1,4,4,4,4,4,4,4,4,5,4,5,5,4,2,3,1,2,2,2,0,0,0,1,0,3,3,3,4,3,3,3,0,0,0,1,0,0,0,1,3,5,4,2,4,2,3,4,3,2,3,2,5,4,4,5,5000000000,816,72,8367790,877,155,4991632210,61,83,Budista,Yo diría que tengo una tendencia más ligada a las izquierdas,10,100 minutos o 1 hora y 40 min,24 horas,en el segundo lugar,7 ovejas,Julio,27 metros cúbicos,5 000 000 000,816,72,00665,14/12/2023 12:26:47
663,666,1 UN,19,13,6 SA,1 FE,1 ST,3 OT,8 NR,4 EU,3 ET,2,3,3,3,3,3,3,3,4,3,4,4,4,3,3,3,3,4,4,4,4,2,1,2,1,2,1,0,0,0,1,0,3,3,3,4,4,4,1,0,0,0,1,1,1,0,3,3,4,1,2,4,3,4,5,3,2,4,4,5,4,3,5,31000,1000,32,8367790,877,155,8336790,123,123,"creyente de que existe alguien quien nos creo a nosotros y el universo en si, pero no creo en las religiones tradicionales",creyente de que la sociedad necesita un orden pero no uno ejercido por poder si no el bien común,10,100,24,2,8,emilio,9,31000,1000,32,0066,14/12/2023 12:26:36
664,667,1 UN,31,13,6 SA,2 MA,1 ST,5 AG,1 LW,6 PG,2 EM,1,2,2,2,1,2,1,1,3,3,4,4,3,3,4,4,3,5,4,4,4,2,1,2,3,3,2,0,0,0,1,0,3,3,3,3,3,4,1,0,0,0,0,0,1,0,1,4,2,2,3,4,3,4,2,2,2,3,2,2,3,2,5,40000000,750,200,8367790,877,155,31632210,127,45,agnóstico,me agrada la autogestión y la autonomía,10 pesos,100 minutos,24 horas,en el primer lugar,7 ovejas,emilio,3 metros cúbicos,40 millones,más o menos 750 pesos,unos 200,00667,14/12/2023 12:25:32
665,668,1 UN,18,13,6 SA,1 FE,1 ST,5 AG,5 NO,4 EU,2 EM,2,2,1,3,1,2,2,3,3,3,4,4,4,4,3,3,2,3,3,4,3,2,1,2,2,2,1,0,0,0,1,0,3,1,3,4,4,4,1,0,0,0,1,1,1,0,3,3,2,3,2,3,2,3,3,1,1,2,2,4,4,3,5,600000,890,NR,8367790,877,155,7767790,13,-88,Agnóstica,No tengo ninguna preferencia política y no me siento representada por nadie en particular. ,10,20,24 horas,segundo,8,Emilio,3,600000,890,-,00668,14/12/2023 13:02:38
666,669,1 UN,18,13,6 SA,1 FE,1 ST,3 OT,5 NO,4 EU,4 EU,3,1,2,2,4,2,3,4,4,3,4,4,4,4,4,3,4,5,5,5,5,3,3,2,3,4,1,0,0,0,1,0,3,1,3,3,4,4,2,0,0,0,0,1,1,0,2,3,3,3,4,4,5,5,4,4,5,3,5,5,3,5,5,NR,700,NR,8367790,877,155,-88,177,-88,"Creyente en la existencia de cosas sobre naturales, sin embargo no especifica en una religión.",No me identifico en estos momentos con algún partido político.,10 pesos,1 hora y media ,24 hrs,primer lugar,8 ovejas ,Emilio,-,-,$700..?,-,00669,14/12/2023 12:52:34
667,670,1 UN,27,13,6 SA,3 NB,1 ST,1 CA,1 LW,4 EU,2 EM,3,1,3,1,4,2,1,2,3,4,2,4,2,3,4,3,1,4,2,5,4,1,1,2,1,2,1,0,0,0,1,0,4,4,4,4,4,4,1,1,1,1,1,1,1,0,6,2,1,1,2,4,2,2,1,3,1,3,2,5,5,4,5,100000,850,24,8367790,877,155,8267790,27,131,Católica,Comunista,5,5 minutos,47 horas,2do,8,Emilio,3,100000,850 pesos,24,00670,14/12/2023 12:33:02
668,671,1 UN,24,13,6 SA,2 MA,1 ST,6 AT,1 LW,4 EU,4 EU,2,1,1,1,1,2,1,1,3,2,2,4,4,2,3,2,3,3,3,5,3,1,1,1,3,3,1,0,0,0,1,0,3,3,3,3,4,1,1,0,0,0,0,1,0,0,1,1,1,1,1,4,3,4,2,1,1,1,1,5,5,4,4,8000000,850,60,8367790,877,155,367790,27,95,ateo,izquierda no cuica,10,100 minutos,24,primero,8,imposible de saber ,9,8000000,850,60,00671,14/12/2023 12:35:04
669,672,1 UN,22,13,6 SA,2 MA,1 ST,6 AT,1 LW,4 EU,4 EU,2,2,1,3,4,3,1,4,4,3,4,4,4,2,3,2,4,5,2,5,5,1,1,2,4,2,1,0,0,0,1,0,4,4,4,4,4,4,1,1,1,1,1,1,1,0,6,1,1,3,1,2,2,4,4,1,3,4,3,4,5,4,5,7000000,830,150,8367790,877,155,1367790,47,5,Ateo,"Izquierda, cercano al PC (no militante)",5,5 minutos,47 horas,segundo lugar,8,Emilio,3,algo más de 7 millones de personas,830,150,00672,14/12/2023 12:44:51
670,673,1 UN,21,13,6 SA,2 MA,1 ST,1 CA,1 LW,4 EU,4 EU,2,3,2,2,3,4,1,2,4,4,3,4,3,3,3,3,2,4,3,4,3,1,1,1,2,3,1,0,0,0,1,0,3,3,3,4,3,4,1,0,0,0,1,0,1,0,2,2,1,2,4,3,2,4,1,2,1,3,1,5,5,4,5,7000000,890,156,8367790,877,155,1367790,13,1,"catolico, pero no me gusta la iglesia",centro izquierda,10,100 minutos,24 horas,segundo lugar,7,Emilio,3 metros,7 millones aprox.,890,156,00673,14/12/2023 12:36:58
671,674,1 UN,23,13,6 SA,1 FE,1 ST,1 CA,1 LW,4 EU,4 EU,2,2,2,1,2,1,1,2,4,3,4,4,2,4,3,3,1,4,2,5,4,1,1,1,1,2,1,0,0,0,1,0,3,1,3,4,1,4,1,0,0,0,1,0,1,0,2,1,1,2,1,3,1,3,1,1,3,5,1,5,3,3,5,NR,700,NR,8367790,877,155,-88,177,-88,CATOLICA,DE IZQUIERDA,10,500 MIN,24 HRS,SEGUNDO,TODAS MURIERON,EMILIO,6,NO SE,700,NO SE,00674,14/12/2023 12:41:32
672,675,1 UN,23,13,6 SA,1 FE,1 ST,1 CA,1 LW,4 EU,2 EM,2,1,3,1,2,4,4,2,4,4,2,4,4,4,3,2,1,2,2,3,2,1,1,1,1,1,1,0,0,0,0,0,3,4,4,4,4,4,3,0,1,1,1,1,1,0,5,3,3,1,1,2,2,3,1,1,2,3,1,5,5,1,5,7000000,1000,72,8367790,877,155,1367790,123,83,catolica,de izquierda,10,5,47,segundo,8,Emilio,27,7 millones aprox?,1000,72,00675,14/12/2023 12:39:57
673,676,1 UN,23,13,6 SA,1 FE,1 ST,4 NO,8 NR,4 EU,3 ET,2,3,2,1,1,2,2,2,4,4,4,4,4,4,5,5,4,5,5,5,5,2,1,1,1,1,1,1,1,0,1,0,3,3,3,4,4,4,1,0,0,0,1,1,1,0,3,3,5,4,4,5,5,5,5,5,5,5,5,5,5,4,5,NR,886,NR,8367790,877,155,-88,9,-88,ninguna,no lo tengo claro,10,100,24,segundo,8,Emilio,9,no sé,886,no sé,00676,14/12/2023 12:40:51
674,677,1 UN,20,13,6 SA,1 FE,1 ST,6 AT,1 LW,4 EU,4 EU,2,3,3,2,4,3,2,2,4,4,4,4,4,4,4,3,2,4,4,5,3,2,1,2,3,2,1,0,0,0,1,0,4,4,4,4,4,4,3,1,1,1,1,1,1,0,6,2,4,1,3,5,5,4,2,2,4,4,3,4,4,4,5,3000000,800,NR,8367790,877,155,5367790,77,-88,"atea, no creo en dios, no pertenezco a ninguna religión",centro izquierda,5 pesos,5 minutos,47 horas,segundo lugar,8,Emilio,27,3000000,800,no sé,00677,14/12/2023 12:49:19
675,678,1 UN,27,13,6 SA,1 FE,1 ST,2 CR,1 LW,4 EU,6 PG,2,2,1,3,2,2,2,3,4,4,4,4,3,4,3,3,5,5,3,5,5,2,1,2,3,3,1,0,0,0,1,0,3,3,3,3,4,4,1,0,0,0,0,1,1,0,2,2,4,3,2,5,5,4,3,2,4,5,4,4,4,2,5,10000000,1000,96,8367790,877,155,1632210,123,59,"Diría que soy cristiana porque creo en Dios y en Cristo, no así en la Iglesia Católica",Diría que soy de centro con tendencia o inclinación hacia la izquierda,10,100 minutos,24 horas,Primer lugar,8,Emilio,3 metros cúbicos,10 millones,1000,96,00678,14/12/2023 12:54:18
676,679,1 UN,39,13,6 SA,1 FE,4 TC,4 NO,1 LW,4 EU,3 ET,2,2,2,2,4,3,1,2,4,3,3,4,4,3,4,3,2,5,4,5,3,2,1,2,2,2,1,0,0,0,0,0,3,1,3,3,4,4,1,0,0,0,0,1,1,0,2,2,4,2,2,4,4,4,4,2,4,4,4,5,5,4,5,5000000,1000,32,8367790,877,155,3367790,123,123,ninguna,izquierda,10,20,24,primera,8,Emilio,3 metro cúbicos,5000000,1000,32,00679,14/12/2023 13:01:02
677,680,1 UN,24,13,6 SA,1 FE,1 ST,4 NO,1 LW,4 EU,3 ET,1,2,1,1,4,2,2,4,4,4,4,4,4,4,3,2,4,5,5,5,5,4,1,2,2,3,2,1,0,0,0,0,3,1,3,3,3,3,2,0,0,0,0,0,0,0,0,3,4,3,2,5,5,4,5,3,5,5,4,5,3,5,5,12000000,980,27,8367790,877,155,3632210,103,128,ninguna,socialista,10,1.000,24,1,7,julio,no sé,12000000,980,27,00680,14/12/2023 12:55:17
678,681,1 UN,18,13,6 SA,1 FE,1 ST,6 AT,1 LW,2 EM,4 EU,3,4,3,3,4,3,2,4,4,3,4,4,4,3,3,3,3,4,4,5,3,3,2,2,2,2,1,0,0,0,1,0,3,3,3,4,4,4,1,0,0,0,1,1,1,0,3,3,5,3,3,3,5,4,3,4,5,4,4,4,4,3,5,10000000,902,32,8367790,877,155,1632210,25,123,No creo en dios,socialista,10,100 minutos,24 horas,segundo lugar,8,emilio,9,10 millones,902,32,00681,14/12/2023 12:54:47
679,682,1 UN,23,13,6 SA,1 FE,1 ST,4 NO,1 LW,4 EU,4 EU,3,3,2,3,3,3,3,3,4,3,2,4,2,2,5,4,3,4,3,5,4,2,1,2,2,2,1,0,0,0,1,0,4,3,4,4,4,4,1,1,0,1,1,1,1,0,5,3,4,2,2,4,4,3,2,2,2,4,2,4,4,3,4,8000000,840,30,8367790,877,155,367790,37,125,laica,socialismo,5,100 minutos,47,2,8,Emilio,9,8 millones,840,30,00682,14/12/2023 12:49:18
680,683,1 UN,23,13,6 SA,1 FE,1 ST,5 AG,1 LW,4 EU,3 ET,1,1,1,1,2,1,2,1,1,2,1,4,4,4,3,3,2,3,3,4,4,1,1,1,1,1,1,0,0,0,1,0,3,4,3,4,4,4,3,0,1,0,1,1,1,0,4,2,1,1,1,3,1,3,1,3,3,2,3,5,5,5,5,7800000,854,70,8367790,877,155,567790,23,85,"Agnostica, con creencias en reencarnación y otros planos, pero me apego a la ciencia primordialmente","izquierda, me identifico con las corrientes feministas abolicionistas y con el feminismo decolonial",10,5 minutos,24,segundo lugar,8,Emilio,27m3,7800000,854,70,00683,14/12/2023 12:52:50
681,684,1 UN,23,13,6 SA,1 FE,1 ST,5 AG,1 LW,4 EU,5 PT,1,1,1,2,3,2,3,4,4,1,3,4,4,4,3,3,2,2,3,2,3,1,1,1,1,1,1,0,0,0,0,0,4,4,3,4,4,4,1,1,1,0,1,1,1,0,5,2,1,2,3,4,4,4,1,1,4,3,2,5,5,5,5,7000000,900,100,8367790,877,155,1367790,23,55,no adiero a ninguna religion pero creo que hay algo mas(agnostica),no adhiero a ningun partido politico pero diria que de centro izquierda,5,5,24,2do lugar,8,emilio,9, 7 millones,900,100,00684,14/12/2023 12:56:50
682,685,1 UN,20,13,6 SA,1 FE,1 ST,4 NO,1 LW,4 EU,4 EU,1,1,2,2,1,1,1,2,4,4,3,4,4,4,3,3,3,4,3,5,5,1,1,3,3,3,1,0,0,0,1,0,3,3,3,4,4,3,1,0,0,0,1,1,0,0,2,2,1,2,1,3,2,3,2,3,2,2,2,5,4,2,5,7000000,850,30,8367790,877,155,1367790,27,125,NINGUNA,IZQUIERDA,10 PESOS,100 MINUTOS,24 HORAS,SEGUNDO LUGAR,8 OVEJAS,JULIO,3M AL CUADRADO,7 MILLONES,850 APROX,30,00685,14/12/2023 13:15:17
683,686,1 UN,21,6,6 SA,1 FE,1 ST,6 AT,1 LW,4 EU,4 EU,1,1,1,2,1,2,1,2,2,2,2,3,3,4,3,3,2,3,3,3,4,2,1,2,3,2,1,0,0,0,1,0,3,3,4,4,4,4,3,0,0,1,1,1,1,0,4,2,1,1,1,3,2,2,2,1,1,3,2,5,3,1,5,1000000,800,100,8367790,877,155,7367790,77,55,atea,socialista,10 pesos,100,47,segundo lugar,8,emilio,27,1 millon,800,100,00686,14/12/2023 13:20:44
684,687,1 UN,22,6,6 SA,1 FE,1 ST,4 NO,3 RW,4 EU,4 EU,2,1,1,2,3,1,1,2,4,3,4,4,4,4,2,2,1,3,2,3,2,1,1,1,2,2,1,1,0,0,0,0,4,3,1,4,4,4,3,1,0,0,1,1,1,0,4,2,1,2,2,2,1,3,3,1,1,2,2,4,4,4,5,6000000,800,20,8367790,877,155,2367790,77,135,No tengo,No me identifico con una tendencia ni tampoco conozco del todo una persona que me represente,5,100 minutos,16 horas,segundo lugar,8,Emilio,27 m3,Approximate 6 millones,"Depende del día, tal vez ahora rodea los 800",20,00687,14/12/2023 13:22:48
685,688,1 UN,21,13,6 SA,1 FE,1 ST,6 AT,1 LW,4 EU,6 PG,2,1,1,1,2,1,1,2,2,2,2,2,2,2,3,3,3,5,3,5,5,3,1,3,3,3,2,0,0,0,1,0,4,4,4,4,4,4,3,1,1,1,1,1,1,0,6,2,1,2,3,4,3,3,1,1,1,3,1,4,3,4,5,4000000,850,12,8367790,877,155,4367790,27,143,Ateismo,Marxismo-Leninismo,5,5,47,Segundo,8,Emilio,27,4000000,850,12,00688,14/12/2023 13:22:18
686,689,1 UN,28,13,6 SA,1 FE,6 OT,1 CA,1 LW,5 PT,1 EB,2,3,1,4,4,1,1,3,3,4,3,4,4,3,4,2,2,4,5,5,4,2,1,2,1,2,1,0,0,0,0,0,3,1,3,4,3,4,3,0,0,0,1,0,1,0,2,3,4,4,1,4,3,4,2,4,4,4,4,4,3,3,5,20000000,850,30,8367790,877,155,11632210,27,125,"católica, aunque no la practico complementamente, ya que tengo desacuerdo con algunos puntos",tendencias a posturas de izquierda ,10,1 minuto,24,segundo lugar,7,Emilio,27,20 millones aprox.,850,30,00689,14/12/2023 13:26:53
687,690,1 UN,27,13,6 SA,2 MA,6 OT,6 AT,1 LW,6 PG,3 ET,3,2,1,2,4,1,2,3,3,4,4,4,4,3,3,2,1,2,2,3,2,1,1,1,2,1,1,0,0,0,1,1,3,3,3,4,4,4,3,0,0,0,1,1,1,0,3,3,1,1,1,3,2,3,1,2,1,5,2,5,4,3,5,1200000,850,155,8367790,877,155,7167790,27,0,"Ateo, pero tomando algunas posturas del budismo","Tendencia hacia la izquierda, sin identificarme con algún partido político en particular",10,100 minutos,24 horas,segundo,8,Emilio,27,1200000,850 pesos chilenos,155,00690,14/12/2023 13:22:08
688,691,1 UN,21,13,6 SA,2 MA,1 ST,6 AT,5 NO,4 EU,4 EU,3,2,4,3,3,3,4,4,4,4,2,4,4,3,3,4,2,4,3,5,3,3,1,2,3,3,2,0,0,0,1,0,3,1,3,3,4,4,1,0,0,0,0,1,1,0,2,2,1,4,2,4,4,4,3,3,2,4,3,4,4,3,5,11000000,870,155,8367790,877,155,2632210,7,0,ateo,"no me siento representado con un partido político, pero me gusta estar informado sobre el tema",10,20 segundos,24,primer lugar ,8,emilio,3 metros cubicos,11 milones,870 pesos,155,00691,14/12/2023 13:21:56
689,692,1 UN,26,13,6 SA,1 FE,1 ST,5 AG,1 LW,4 EU,4 EU,1,1,1,1,1,1,1,1,2,2,2,3,2,3,2,2,1,3,1,2,1,1,1,1,1,1,1,0,0,0,1,0,3,4,4,4,4,4,3,0,1,1,1,1,1,0,5,1,2,1,1,1,1,2,1,1,1,1,1,4,5,4,5,200000,850,NR,8367790,877,155,8167790,27,-88,agnosticismo,centro-izquierda,10,5 minutos,47,segundo,8,emilio,27 m^3,200000,alredededor de $850,no idea,00692,14/12/2023 13:29:13
690,693,1 UN,20,13,6 SA,1 FE,1 ST,3 OT,1 LW,4 EU,4 EU,1,2,1,2,1,3,1,3,4,3,2,3,1,2,3,3,1,3,3,4,4,2,1,1,2,9,1,0,0,0,1,0,3,3,3,4,3,3,2,0,0,0,1,0,0,0,1,3,5,3,3,4,3,3,4,3,3,3,2,5,4,4,5,1000000,910,NR,8367790,877,155,7367790,33,-88,"No creo en Dios católico, pero tampoco soy atea. Creo que algo existe en el más allá, aunque no sé qué. ",Tengo tendencia a los partidos políticos de izquierda aunque no me represento completamente con aquellos. ,10 pesos,100 minutos,24 horas,segundo,7 ovejas,Julio,NR,1000000,910 clp app,NR,00693,14/12/2023 13:35:26
691,694,1 UN,23,8,6 SA,1 FE,1 ST,6 AT,1 LW,4 EU,4 EU,1,3,2,1,3,1,2,1,3,3,3,3,2,3,3,3,2,4,4,4,4,2,1,2,3,3,2,0,0,0,1,0,3,3,3,4,4,4,1,0,0,0,1,1,1,0,3,3,1,2,3,4,4,5,2,3,2,5,4,4,3,4,4,7000000,700,50,8367790,877,155,1367790,177,105,atea,"identificada con la izquierda, poca participacion politica.",10,100 minutos,24,segundo,8,emilio,3,7 millones,700,50,00694,14/12/2023 13:38:55
692,695,1 UN,25,13,6 SA,1 FE,1 ST,6 AT,1 LW,4 EU,2 EM,1,2,1,2,3,1,1,1,3,4,2,4,4,3,4,3,2,5,3,5,3,3,2,2,3,2,1,0,0,0,1,0,4,4,3,3,4,4,1,1,1,0,0,1,1,0,4,3,1,1,2,4,3,5,3,4,3,4,5,5,5,5,5,7000000,800,60,8367790,877,155,1367790,77,95,Atea,"De izquierda, pero sin adherencia a partidos",5 pesos,5 minutos,24 hrs,primer lugar,8,Emilio,3 metros cúbicos,7 millones aprox,alrededor de 800 pesos,60,00695,14/12/2023 13:40:29
693,696,1 UN,21,13,6 SA,1 FE,1 ST,5 AG,1 LW,4 EU,4 EU,1,1,1,1,1,1,1,1,3,4,3,4,4,4,3,2,1,3,4,4,2,3,1,2,2,3,1,1,0,0,0,1,4,4,4,4,4,4,3,1,1,1,1,1,1,0,6,2,1,2,1,3,4,4,2,2,1,2,2,5,4,5,5,5000000,820,30,8367790,866,155,3367790,46,125,agnóstica,Bachelet,5 pesos,5 minutos,47 horas,segundo,8,Emilio,27,5 millones,820,30,00696,15/12/2023 10:30:08
694,697,1 UN,22,13,6 SA,1 FE,1 ST,1 CA,1 LW,4 EU,2 EM,1,2,1,1,2,1,3,3,4,1,2,3,4,4,2,2,1,3,2,3,3,4,1,1,2,3,1,0,0,0,1,0,3,1,3,4,1,4,1,0,0,0,1,0,1,0,2,2,1,2,2,4,2,2,2,1,1,1,1,4,4,4,5,7000000,816,45,8367790,866,155,1367790,50,110,"católica, pero no creo en la iglesia ni en la biblia",socialista,10,25 minutos,24 horas,en segundo lugar,ninguna,Emilio,3 metros,7 millones,816,45,00697,15/12/2023 10:38:28
695,698,1 UN,19,13,6 SA,1 FE,1 ST,5 AG,1 LW,4 EU,6 PG,4,3,2,4,3,3,3,4,4,4,4,4,4,4,4,5,5,5,4,5,5,4,2,3,2,4,4,0,0,0,1,0,4,3,4,4,4,4,1,1,0,1,1,1,1,0,5,3,2,3,4,5,5,4,3,5,5,5,4,5,4,3,5,9000000,850,50,8367790,866,155,632210,16,105,Agnóstica,me inclino más por el lado Socialista ,5 pesos,100 minutos,47 horas,2do lugar,8 ovejas,Emilio,3,aproximadamente 9 millones,aproximadamente 850,aproximadamente 50,00698,15/12/2023 10:45:44
696,699,1 UN,19,13,6 SA,2 MA,1 ST,1 CA,1 LW,4 EU,3 ET,2,3,1,2,3,3,3,2,4,2,3,2,4,3,4,3,3,4,4,5,5,3,3,2,3,2,3,0,0,0,1,0,3,1,3,4,4,4,1,0,0,0,1,1,1,0,3,2,2,2,4,4,2,4,2,2,1,4,3,4,4,4,5,1000000,870,20,8367790,866,155,7367790,4,135,Católica,de izquierda,10,1.000,24,Segundo,8,Emilio,3,1000000,870,20,00699,15/12/2023 10:50:57
697,700,1 UN,21,9,6 SA,1 FE,1 ST,1 CA,1 LW,4 EU,6 PG,1,1,2,2,4,4,1,2,4,4,3,4,3,4,3,3,2,4,1,4,2,1,1,1,1,2,1,0,0,0,0,0,4,4,4,4,4,4,3,1,1,1,1,1,1,0,6,1,1,1,2,2,2,2,2,1,1,3,3,5,4,4,5,2000000,900,100,8367790,866,155,6367790,34,55,"Católica, pero solo tengo como ""guía moral"" únicamente las enseñanzas de Jesús","centro-derecha, pero la verdad no sé mucho de política",5,5 minutos,47,segundo,8,Emilio,27,2000000,900,100,00700,15/12/2023 11:07:32
698,701,1 UN,27,13,6 SA,1 FE,6 OT,6 AT,1 LW,4 EU,4 EU,2,2,2,2,4,4,1,3,4,4,3,4,4,4,3,2,1,2,1,2,1,1,1,1,1,2,1,0,0,0,1,0,3,1,3,4,4,4,4,0,0,0,1,1,1,1,4,1,1,1,1,2,2,4,1,1,1,1,4,5,5,5,5,9000000,910,60,8367790,866,155,632210,44,95,"Ateismo (con la esperanza de equivocarme. de que exista, y la triste convicción de que efectivamente no existe un dios)",Izquierda con tendencias socialistas ,10,1,24,Segundo,8,Emilio,"0 metros cúbicos, no hay tierra",9.000.000 aprox,910,60,00701,15/12/2023 11:33:39
699,702,1 UN,21,13,6 SA,2 MA,1 ST,6 AT,1 LW,4 EU,4 EU,3,2,2,2,3,2,4,2,4,4,4,4,4,4,4,3,2,4,2,5,4,2,1,1,1,2,1,0,0,0,1,0,4,4,4,4,4,4,4,1,1,1,1,1,1,1,7,2,5,4,2,3,2,4,2,2,2,2,4,5,5,5,5,10000000,900,155,8367790,866,155,1632210,34,0,ateo,socialista,5 pesos,5 minutos,47 horas,segundo lugar,8 ovejas,Emilio,0 metros cúbicos porque es un hoyo y por ende no hay tierra,10 millones de personas,900 pesos aproximadamente,155,00702,15/12/2023 11:38:24
700,703,1 UN,20,6,6 SA,2 MA,1 ST,6 AT,5 NO,4 EU,4 EU,2,1,3,2,3,3,1,4,4,3,2,4,4,4,4,3,5,5,2,5,5,2,1,2,3,4,1,0,0,0,1,0,4,4,4,4,4,4,1,1,1,1,1,1,1,0,6,1,3,1,4,3,4,4,1,1,1,4,1,2,5,3,5,500000,856,14,8367790,866,155,7867790,10,141,Ateo,No estoy informado,5,5,47,2do lugar,8,Emilio,3,500000,856,14,00703,15/12/2023 11:38:41
701,704,1 UN,26,13,6 SA,2 MA,2 IW,2 CR,1 LW,4 EU,3 ET,1,1,1,1,1,1,1,1,3,2,4,4,3,4,3,3,1,3,1,5,3,1,1,1,1,1,1,0,0,0,1,0,3,4,4,4,4,4,3,0,1,1,1,1,1,0,5,1,1,1,1,1,1,3,1,1,1,1,1,5,5,5,5,9000000,800,120,8367790,866,155,632210,66,35,Protestante,Izquierda,10,5 minutos,47,segundo,8,Emilio,27,9 millones,800,120,00704,15/12/2023 11:52:04
702,705,1 UN,20,13,6 SA,2 MA,1 ST,3 OT,1 LW,2 EM,3 ET,1,1,2,2,2,2,1,1,3,3,3,4,3,2,4,2,2,4,1,4,3,1,1,1,1,1,1,0,0,0,1,0,3,3,3,4,1,4,1,0,0,0,1,0,1,0,2,1,1,1,1,2,1,5,1,1,1,1,1,5,4,1,,10000000,710,144,8367790,866,155,1632210,156,11,llevo la fé a mi manera,izquierda ,10 pesos,100 minutos ,24 horas,segundo,0 ovejas,emilio,1 metro cúbico,10 millones.,710 pesos,144,00705,15/12/2023 11:53:38
703,706,1 UN,19,13,6 SA,3 NB,1 ST,5 AG,1 LW,4 EU,3 ET,3,1,9,2,4,4,4,2,2,3,2,4,4,4,4,1,2,4,2,5,3,1,1,1,1,3,1,0,0,0,0,0,3,3,3,4,1,4,3,0,0,0,1,0,1,0,2,3,1,1,1,2,1,5,3,1,1,1,1,5,5,3,5,NR,873,NR,8367790,866,155,-88,7,-88,Agnostico,Izquierda,10 pesos,100 minutos,24 horas,Segundo lugar,Ninguna,Emilio,27 metros cubicos,Nose,873,Nose,00706,15/12/2023 11:54:56
